3840.000000 1.799420 0.179942
3850.000000 1.852271 0.185227
3860.000000 1.830800 0.183080
3870.000000 1.877346 0.187735
3880.000000 1.911583 0.191158
3890.000000 1.900108 0.190011
3900.000000 1.913715 0.191371
3910.000000 1.923078 0.192308
3920.000000 1.930880 0.193088
3930.000000 1.905851 0.190585
3940.000000 1.944460 0.194446
3950.000000 2.070809 0.207081
3960.000000 2.082928 0.208293
3970.000000 2.018546 0.201855
3980.000000 2.180085 0.218008
3990.000000 2.196793 0.219679
4000.000000 2.170297 0.217030
4010.000000 2.172598 0.217260
4020.000000 2.173295 0.217330
4030.000000 2.185218 0.218522
4040.000000 2.215363 0.221536
4050.000000 2.230811 0.223081
4060.000000 2.212947 0.221295
4070.000000 2.232559 0.223256
4080.000000 2.212835 0.221283
4090.000000 2.237173 0.223717
4100.000000 2.147783 0.214778
4110.000000 2.147571 0.214757
4120.000000 2.112928 0.211293
4130.000000 2.051505 0.205150
4140.000000 2.008260 0.200826
4150.000000 1.958134 0.195813
4160.000000 1.945949 0.194595
4170.000000 1.900889 0.190089
4180.000000 1.854038 0.185404
4190.000000 1.827753 0.182775
4200.000000 1.772305 0.177230
4210.000000 1.735142 0.173514
4220.000000 1.642878 0.164288
4230.000000 1.509737 0.150974
4240.000000 1.483555 0.148356
4250.000000 1.423729 0.142373
4260.000000 1.365968 0.136597
4270.000000 1.320297 0.132030
4280.000000 1.286163 0.128616
4290.000000 1.218340 0.121834
4300.000000 1.163470 0.116347
4310.000000 1.133177 0.113318
4320.000000 1.262080 0.126208
4330.000000 1.310940 0.131094
4340.000000 1.363331 0.136333
4350.000000 1.422163 0.142216
4360.000000 1.493101 0.149310
4370.000000 1.602614 0.160261
4380.000000 1.679832 0.167983
4390.000000 1.719022 0.171902
4400.000000 1.771757 0.177176
4410.000000 1.755853 0.175585
4420.000000 1.711523 0.171152
4430.000000 1.621254 0.162125
4440.000000 1.560248 0.156025
4450.000000 1.540351 0.154035
4460.000000 1.504855 0.150485
4470.000000 1.576916 0.157692
4480.000000 1.654798 0.165480
4490.000000 1.676851 0.167685
4500.000000 1.709607 0.170961
4510.000000 1.734185 0.173418
4520.000000 1.711849 0.171185
4530.000000 1.673893 0.167389
4540.000000 1.684999 0.168500
4550.000000 1.651981 0.165198
4560.000000 1.677524 0.167752
4570.000000 1.696288 0.169629
4580.000000 1.695576 0.169558
4590.000000 1.694620 0.169462
4600.000000 1.692000 0.169200
4610.000000 1.718420 0.171842
4620.000000 1.720271 0.172027
4630.000000 1.704390 0.170439
4640.000000 1.667751 0.166775
4650.000000 1.623390 0.162339
4660.000000 1.629213 0.162921
4670.000000 1.540609 0.154061
4680.000000 1.491965 0.149196
4690.000000 1.455282 0.145528
4700.000000 1.432764 0.143276
4710.000000 1.408942 0.140894
4720.000000 1.428428 0.142843
4730.000000 1.399076 0.139908
4740.000000 1.384420 0.138442
4750.000000 1.373191 0.137319
4760.000000 1.349078 0.134908
4770.000000 1.332148 0.133215
4780.000000 1.341278 0.134128
4790.000000 1.329083 0.132908
4800.000000 1.339696 0.133970
4810.000000 1.352599 0.135260
4820.000000 1.374117 0.137412
4830.000000 1.380252 0.138025
4840.000000 1.383984 0.138398
4850.000000 1.374717 0.137472
4860.000000 1.317408 0.131741
4870.000000 1.269718 0.126972
4880.000000 1.250080 0.125008
4890.000000 1.203277 0.120328
4900.000000 1.189034 0.118903
4910.000000 1.147195 0.114720
4920.000000 1.073231 0.107323
4930.000000 1.046058 0.104606
4940.000000 0.997220 0.099722
4950.000000 1.005424 0.100542
4960.000000 0.997844 0.099784
4970.000000 0.954351 0.095435
4980.000000 0.934146 0.093415
4990.000000 0.914842 0.091484
5000.000000 0.921950 0.092195
5010.000000 1.018752 0.101875
5020.000000 0.920321 0.092032
5030.000000 0.967976 0.096798
5040.000000 0.999778 0.099978
5050.000000 1.045055 0.104505
5060.000000 1.083890 0.108389
5070.000000 1.096615 0.109662
5080.000000 1.105507 0.110551
5090.000000 1.133669 0.113367
5100.000000 1.150468 0.115047
5110.000000 1.174670 0.117467
5120.000000 1.217345 0.121734
5130.000000 1.202597 0.120260
5140.000000 1.220923 0.122092
5150.000000 1.222820 0.122282
5160.000000 1.238406 0.123841
5170.000000 1.173875 0.117388
5180.000000 1.214497 0.121450
5190.000000 1.216841 0.121684
5200.000000 1.240449 0.124045
5210.000000 1.206133 0.120613
5220.000000 1.236392 0.123639
5230.000000 1.212099 0.121210
5240.000000 1.233267 0.123327
5250.000000 1.217349 0.121735
5260.000000 1.215008 0.121501
5270.000000 1.141981 0.114198
5280.000000 1.151656 0.115166
5290.000000 1.134224 0.113422
5300.000000 1.084252 0.108425
5310.000000 1.088565 0.108856
5320.000000 1.059777 0.105978
5330.000000 1.011801 0.101180
5340.000000 1.028826 0.102883
5350.000000 1.027832 0.102783
5360.000000 1.056794 0.105679
5370.000000 1.044577 0.104458
5380.000000 1.063777 0.106378
5390.000000 1.048189 0.104819
5400.000000 1.031245 0.103125
5410.000000 1.030210 0.103021
5420.000000 1.058353 0.105835
5430.000000 1.047056 0.104706
5440.000000 1.042933 0.104293
5450.000000 1.037733 0.103773
5460.000000 1.032313 0.103231
5470.000000 1.029876 0.102988
5480.000000 0.998465 0.099847
5490.000000 1.003981 0.100398
5500.000000 1.000000 0.100000
5510.000000 0.994429 0.099443
5520.000000 1.010554 0.101055
5530.000000 1.008150 0.100815
5540.000000 1.014803 0.101480
5550.000000 1.019270 0.101927
5560.000000 1.024645 0.102464
5570.000000 0.993537 0.099354
5580.000000 0.980631 0.098063
5590.000000 0.952322 0.095232
5600.000000 0.958964 0.095896
5610.000000 0.988062 0.098806
5620.000000 0.976443 0.097644
5630.000000 0.982421 0.098242
5640.000000 0.973682 0.097368
5650.000000 0.976819 0.097682
5660.000000 0.967883 0.096788
5670.000000 0.972870 0.097287
5680.000000 0.984317 0.098432
5690.000000 0.975559 0.097556
5700.000000 0.987741 0.098774
5710.000000 0.969883 0.096988
5720.000000 0.986017 0.098602
5730.000000 0.989093 0.098909
5740.000000 0.983371 0.098337
5750.000000 0.980145 0.098014
5760.000000 0.976599 0.097660
5770.000000 0.978427 0.097843
5780.000000 0.966402 0.096640
5790.000000 0.958657 0.095866
5800.000000 0.971625 0.097162
5810.000000 0.972985 0.097298
5820.000000 0.975136 0.097514
5830.000000 0.981005 0.098100
5840.000000 0.978540 0.097854
5850.000000 0.971068 0.097107
5860.000000 0.955436 0.095544
5870.000000 0.962664 0.096266
5880.000000 0.970892 0.097089
5890.000000 0.926234 0.092623
5900.000000 0.917627 0.091763
5910.000000 0.960593 0.096059
5920.000000 0.969943 0.096994
5930.000000 0.941586 0.094159
5940.000000 0.918128 0.091813
5950.000000 0.949097 0.094910
5960.000000 0.963512 0.096351
5970.000000 0.968715 0.096871
5980.000000 0.962474 0.096247
5990.000000 0.955346 0.095535
6000.000000 0.950653 0.095065
6010.000000 0.940941 0.094094
6020.000000 0.928067 0.092807
6030.000000 0.932446 0.093245
6040.000000 0.931909 0.093191
6050.000000 0.922368 0.092237
6060.000000 0.905117 0.090512
6070.000000 0.897823 0.089782
6080.000000 0.891767 0.089177
6090.000000 0.876902 0.087690
6100.000000 0.867755 0.086775
6110.000000 0.851086 0.085109
6120.000000 0.843298 0.084330
6130.000000 0.827230 0.082723
6140.000000 0.802483 0.080248
6150.000000 0.806599 0.080660
6160.000000 0.776798 0.077680
6170.000000 0.749149 0.074915
6180.000000 0.748422 0.074842
6190.000000 0.737847 0.073785
6200.000000 0.739176 0.073918
6210.000000 0.746637 0.074664
6220.000000 0.735925 0.073592
6230.000000 0.738331 0.073833
6240.000000 0.738796 0.073880
6250.000000 0.732421 0.073242
6260.000000 0.728598 0.072860
6270.000000 0.747942 0.074794
6280.000000 0.749889 0.074989
6290.000000 0.748523 0.074852
6300.000000 0.757404 0.075740
6310.000000 0.761168 0.076117
6320.000000 0.753489 0.075349
6330.000000 0.764393 0.076439
6340.000000 0.759806 0.075981
6350.000000 0.767294 0.076729
6360.000000 0.758765 0.075877
6370.000000 0.760212 0.076021
6380.000000 0.766762 0.076676
6390.000000 0.763625 0.076362
6400.000000 0.752891 0.075289
6410.000000 0.750688 0.075069
6420.000000 0.744331 0.074433
6430.000000 0.745895 0.074590
6440.000000 0.737208 0.073721
6450.000000 0.734970 0.073497
6460.000000 0.725922 0.072592
6470.000000 0.723739 0.072374
6480.000000 0.723979 0.072398
6490.000000 0.712800 0.071280
6500.000000 0.682796 0.068280
6510.000000 0.699686 0.069969
6520.000000 0.692968 0.069297
6530.000000 0.692221 0.069222
6540.000000 0.693570 0.069357
6550.000000 0.732150 0.073215
6560.000000 0.687245 0.068725
6570.000000 0.728715 0.072871
6580.000000 0.682098 0.068210
6590.000000 0.733313 0.073331
6600.000000 0.667427 0.066743
6610.000000 0.665040 0.066504
6620.000000 0.667048 0.066705
6630.000000 0.659636 0.065964
6640.000000 0.653047 0.065305
6650.000000 0.651923 0.065192
6660.000000 0.646687 0.064669
6670.000000 0.641539 0.064154
6680.000000 0.640574 0.064057
6690.000000 0.639277 0.063928
6700.000000 0.629637 0.062964
6710.000000 0.630351 0.063035
6720.000000 0.708941 0.070894
6730.000000 0.641619 0.064162
6740.000000 0.624018 0.062402
6750.000000 0.616405 0.061640
6760.000000 0.618060 0.061806
6770.000000 0.610136 0.061014
6780.000000 0.611202 0.061120
6790.000000 0.600915 0.060092
6800.000000 0.598959 0.059896
6810.000000 0.596461 0.059646
6820.000000 0.595724 0.059572
6830.000000 0.592805 0.059280
6840.000000 0.588351 0.058835
6850.000000 0.584934 0.058493
6860.000000 0.575034 0.057503
6870.000000 0.564206 0.056421
6880.000000 0.528449 0.052845
6890.000000 0.531355 0.053135
6900.000000 0.541503 0.054150
6910.000000 0.543432 0.054343
6920.000000 0.547351 0.054735
6930.000000 0.552492 0.055249
6940.000000 0.561368 0.056137
6950.000000 0.559135 0.055913
6960.000000 0.561922 0.056192
6970.000000 0.566822 0.056682
6980.000000 0.556500 0.055650
6990.000000 0.563475 0.056347
7000.000000 0.558885 0.055889
7010.000000 0.557425 0.055743
7020.000000 0.550639 0.055064
7030.000000 0.551831 0.055183
7040.000000 0.552756 0.055276
7050.000000 0.555295 0.055530
7060.000000 0.538931 0.053893
7070.000000 0.532445 0.053244
7080.000000 0.537327 0.053733
7090.000000 0.525064 0.052506
7100.000000 0.528171 0.052817
7110.000000 0.522400 0.052240
7120.000000 0.520351 0.052035
7130.000000 0.512601 0.051260
7140.000000 0.518563 0.051856
7150.000000 0.512977 0.051298
7160.000000 0.515672 0.051567
7170.000000 0.509483 0.050948
